model,F1 (%),IoU (%),Precision (%),Recall (%),Accuracy (%),clDice (%),Topology precision (%),Topology sensitivity (%),CC Error,Fragmentation Ratio,Fragmentation Ratio Error,Skeleton-Length Error (%),prob_min,prob_max,prob_mean,pred_positive_pixels
SegNet + BCE+Dice,62.53309157006517,50.09960324706865,79.36382488715539,56.72273259265235,99.12148741924862,69.58976496630738,89.27720420148381,60.35980861472488,0.9613951918517435,1.2620524499769072,0.9613951918517435,39.78799164245638,7.976999414285869e-11,0.8817478750480771,0.010921977062951964,5708.052890528906
