model,F1 (%),IoU (%),Precision (%),Recall (%),Accuracy (%),clDice (%),Topology precision (%),Topology sensitivity (%),CC Error,Fragmentation Ratio,Fragmentation Ratio Error,Skeleton-Length Error (%)
DTAM + BCE+Dice,74.3764706627521,62.71528617982205,66.19855726331599,88.43388434560183,99.28355785899903,81.185944440668,76.37061724147803,89.87563699917122,0.46583355469679244,0.9957318712419844,0.46583355469679244,60.52907856162402
