model,F1 (%),IoU (%),Precision (%),Recall (%),Accuracy (%),clDice (%),Topology precision (%),Topology sensitivity (%),CC Error,Fragmentation Ratio,Fragmentation Ratio Error,Skeleton-Length Error (%)
FPN + BCE+Dice,72.62353536797553,60.53359940056311,64.65349064134264,86.07645336395325,99.20364206274022,81.90687489525558,79.31540001432602,87.45844587365553,0.4600896550723263,0.9215360407690714,0.4600896550723263,47.00226265456281
