model,F1 (%),IoU (%),Precision (%),Recall (%),Accuracy (%),clDice (%),Topology precision (%),Topology sensitivity (%),CC Error,Fragmentation Ratio,Fragmentation Ratio Error,Skeleton-Length Error (%)
Attention U-Net + BCE+Dice,75.49453477865538,64.00223200576487,68.24667406859199,87.23252174333508,99.31945308107991,83.49195288306231,81.57772432309694,87.74108273758195,0.46288788487379473,0.8155575410011252,0.46288788487379473,29.445793644908036
